first,second,target
3.258038063263155,-0.35409107583864274,1
1.9630270887905676,-0.08900706942155934,1
-0.4808233812907263,-1.5204485453576744,1
0.6315204231705936,-0.0987824358589065,1
1.1017796780927058,-0.148744020763043,1
2.0471870515956807,-1.1674202734611498,1
1.3216401811273568,0.37943418880945967,1
0.3621255023954193,-1.4074286408800716,1
0.7407228273792195,-0.7078061695013672,1
1.467764203535613,-0.8990962455717688,1
1.1014244355957366,-1.491659302556628,1
1.9547600746593008,0.20966829230326056,1
2.451071285531367,-1.1776250425633306,1
1.3568721737079144,-1.834472044190009,1
1.316611485686057,-0.5287827438775735,1
-0.11333181110502588,-0.3462504172691987,1
1.1543050752445763,-0.07984155059279269,1
1.1423352571574152,-0.3948927245372865,1
-1.1746568996848912,-1.0186438706961076,1
0.46792831020990966,-0.3672470900897725,1
0.992957751038077,0.17121857296092524,1
0.027132449914819667,-0.6071667211716032,1
1.2851888866410874,-0.6035287889080858,1
1.554075725965868,-0.7551634519818284,1
2.5879909728274693,-0.6429250560129369,1
2.2476646459442544,-0.5135520778017658,1
2.6675726781745404,-1.1252564881327833,1
1.5777972307903232,-0.6934540365063292,1
1.2587139158446115,0.03343868681871687,1
-0.27354893754739984,-1.0912296710251064,1
-0.11620810353906252,-0.38623441824583915,1
-1.1095478137817283,-0.45680196874674794,1
-0.4380481056143295,-1.011487950208005,1
0.5872467329949138,-0.3297915857612439,1
0.2996472940568998,-0.7200487185960225,1
0.9532167306608346,-0.6219710397360456,1
-1.9924418577305607,-0.6923468389176255,1
1.0949927044658663,-0.00905808831085303,1
3.28786959626874,-0.2017139656293116,1
1.0884277596957206,-0.9314553390224694,1
